Begin,50.0764,161.934,32,BarChart
Data,58.529,165.169,45,BarChart
End,75.4342,171.638,62,BarChart
Begin,137.054,227.607,108,BarChart
End,100.725,200.353,122,BarChart
Begin,743.183,426.309,226,Scatterplot
Data,734.976,428.631,258,Scatterplot
Data,744.054,426.239,269,Scatterplot
Data,756.198,427.086,287,Scatterplot
Data,770.117,428.571,302,Scatterplot
End,797.954,431.542,314,Scatterplot
Begin,763.46,386.754,351,Scatterplot
End,805.24,383.761,359,Scatterplot
Begin,1089.76,566.506,422,Scatterplot
Data,1086.53,564.038,437,Scatterplot
Data,1085.35,562.823,450,Scatterplot
Data,1081.14,556.247,467,Scatterplot
Data,1080.84,548.322,482,Scatterplot
Data,1082.11,539.851,502,Scatterplot
Data,1083.2,535.045,512,Scatterplot
Data,1082.66,530.655,528,Scatterplot
Data,1083.92,525.842,559,Scatterplot
Data,1085.48,524.839,572,Scatterplot
Data,1083.99,523.52,586,Scatterplot
Data,1084.23,519.887,603,Scatterplot
Data,1084.44,512.734,617,Scatterplot
Data,1083.68,508.291,631,Scatterplot
Data,1081.59,500.739,648,Scatterplot
Data,1080.17,495.629,663,Scatterplot
Data,1080.03,491.7,675,Scatterplot
Data,1087.77,485.801,708,Scatterplot
Data,1087.47,481.64,723,Scatterplot
Data,1087.44,477.151,738,Scatterplot
Data,1086.69,473.998,753,Scatterplot
Data,1088.87,470.303,765,Scatterplot
Data,1088.08,468.801,783,Scatterplot
Data,1090.29,470.589,798,Scatterplot
Data,1091.61,476.023,811,Scatterplot
End,1094.25,486.892,827,Scatterplot
Begin,1091.58,486.305,872,Scatterplot
Data,1078.23,486.335,888,Scatterplot
Data,1040.72,468.167,917,Scatterplot
End,965.721,431.829,934,Scatterplot
Begin,263.55,104.072,962,BarChart
Data,240.458,118.2,977,BarChart
Data,227.578,129.117,1008,BarChart
Data,232.137,124.882,1023,BarChart
Data,239.18,122.354,1035,BarChart
Data,247.541,126.644,1052,BarChart
Data,253.141,133.838,1067,BarChart
Data,258.873,137.255,1080,BarChart
Data,268.127,143.929,1097,BarChart
Data,280.121,160.151,1112,BarChart
End,304.109,192.597,1125,BarChart
Begin,311.396,272.478,1215,BarChart
Data,332.797,282.814,1232,BarChart
Data,353.792,295.887,1247,BarChart
Data,367.676,312.697,1260,Starplot
Data,380.359,328.566,1277,Starplot
Data,387.963,337.139,1304,Starplot
Data,389.955,338.679,1322,Starplot
Data,384.419,346.066,1337,Starplot
End,373.346,360.839,1349,Starplot
Begin,316.401,720.982,1412,Starplot
Data,312.714,718.937,1427,Starplot
Data,303.667,712.067,1458,Starplot
Data,297.435,703.847,1472,Starplot
Data,293.611,694.52,1485,Starplot
Data,299.22,690.008,1502,Starplot
Data,302.956,686.674,1517,Starplot
Data,301.15,683.718,1530,Starplot
Data,311.574,689.749,1547,Starplot
Data,317.534,694.657,1562,Starplot
Data,325.633,697.302,1575,Starplot
Data,354.742,701.163,1607,Starplot
End,412.96,708.885,1620,Starplot
Begin,1106.53,654.554,1665,Scatterplot
Data,1119.95,654.625,1681,Scatterplot
Data,1125.24,654.992,1697,Scatterplot
Data,1128.54,656.969,1710,Scatterplot
Data,1133.8,665.352,1727,Scatterplot
Data,1135.13,671.312,1756,Scatterplot
Data,1138.03,675.992,1772,Scatterplot
Data,1136.04,682.286,1787,Scatterplot
Data,1137.33,686.056,1800,Scatterplot
Data,1138.72,689.402,1817,Scatterplot
Data,1137.09,691.47,1832,Scatterplot
Data,1133.43,691.593,1845,Scatterplot
Data,1130.46,689.907,1862,Scatterplot
Data,1128.34,690.882,1877,Scatterplot
Data,1123.84,688.134,1908,Scatterplot
Data,1126.25,679.728,1922,Scatterplot
Data,1132.82,668.534,1935,Scatterplot
Data,1135.17,656.025,1952,Scatterplot
Data,1137.6,648.045,1967,Scatterplot
Data,1137.9,637.119,1980,Scatterplot
Data,1137.52,632.882,1998,Scatterplot
Data,1143.9,628.712,2012,Scatterplot
Data,1143.87,627.089,2026,Scatterplot
Data,1140.45,630.005,2059,Scatterplot
Data,1130.18,627.555,2072,Scatterplot
Data,1121.98,628.932,2087,Scatterplot
End,1105.58,631.685,2102,Scatterplot
Begin,191.312,-4.5143,2177,none
Data,191.765,0.189546,2208,BarChart
Data,192.065,0.189411,2222,BarChart
Data,195.914,3.69449,2237,BarChart
Data,193.459,-0.871502,2251,none
Data,196.863,2.11739,2266,BarChart
Data,206.335,10.5738,2282,BarChart
Data,216.191,19.3646,2297,BarChart
Data,215.743,24.5977,2312,BarChart
Data,216.923,32.5261,2327,BarChart
Data,214.548,33.0223,2358,BarChart
Data,202.658,17.4945,2372,BarChart
Data,187.426,1.81275,2386,BarChart
Data,181.313,2.50418,2401,BarChart
Data,175.057,-3.36424,2417,none
Data,170.116,-11.666,2432,none
Data,163.839,-19.9463,2447,none
Data,160.475,-25.5053,2462,none
Data,154.816,-31.7492,2476,none
Data,148.361,-38.8198,2507,none
Data,130.989,-55.9857,2521,none
Data,136.635,-63.7832,2536,none
Data,131.068,-74.556,2552,none
Data,126.658,-85.5701,2566,none
Data,119.315,-94.8626,2581,none
Data,106.442,-104.669,2597,none
End,80.6961,-124.282,2611,none
Begin,-24.1611,-156.538,2658,none
Data,-25.6526,-154.396,2671,none
Data,-30.3209,-156.022,2687,none
Data,-32.9037,-155.054,2701,none
Data,-22.1557,-164.323,2716,none
Data,-17.0377,-170.075,2731,none
Data,-13.9629,-173.915,2746,none
Data,-17.1792,-180.195,2761,none
Data,-21.7176,-184.33,2776,none
Data,-37.1588,-174.316,2807,none
Data,-29.8279,-148.26,2822,none
Data,-49.057,-118.434,2851,none
Data,-61.8764,-98.5501,2866,none
Data,-41.0223,-114.961,2896,none
Data,-12.6859,-119.386,2912,none
End,43.9869,-128.235,2927,none
Begin,61.8864,64.0774,3001,BarChart
Data,60.1976,74.0717,3015,BarChart
Data,48.3641,103.523,3031,BarChart
Data,46.0706,125.37,3047,BarChart
Data,40.3836,139.767,3060,BarChart
End,29.0096,168.562,3076,BarChart
Begin,-24.6223,141.385,3150,none
Data,-48.3866,118.934,3181,none
Data,-61.036,100.547,3194,none
Data,-46.24,106.047,3227,none
End,-16.6481,117.047,3257,none
Begin,324.66,308.223,5625,Starplot
End,338.25,319.56,5657,Starplot
Begin,982.215,326.837,5746,Scatterplot
Data,979.866,328.444,5758,Scatterplot
Data,978.273,329.504,5775,Scatterplot
Data,974.597,329.855,5804,Scatterplot
End,967.247,330.556,5822,Scatterplot
Begin,963.537,346.914,5848,Scatterplot
Data,964.118,351.821,5866,Scatterplot
Data,964.124,355.301,5881,Scatterplot
Data,960.231,355.284,5893,Scatterplot
Data,956.12,352.807,5911,Scatterplot
Data,955.132,346.056,5926,Scatterplot
Data,955.351,339.66,5957,Scatterplot
Data,955.97,335.701,5971,Scatterplot
Data,962.015,324.625,5983,Scatterplot
Data,966.561,333.941,6015,Scatterplot
End,975.653,352.572,6028,Scatterplot
Begin,1297.45,604.683,6164,Scatterplot
End,1296.35,607.533,6181,Scatterplot
Begin,1252.1,572.69,6209,Scatterplot
Data,1269.2,574.436,6227,Scatterplot
Data,1258.01,565.015,6255,Scatterplot
Data,1267.33,566.339,6271,Scatterplot
Data,1269.18,568.476,6287,Scatterplot
Data,1269.42,575.006,6299,Scatterplot
Data,1270.56,577.523,6317,Scatterplot
Data,1260.56,569.685,6331,Scatterplot
End,1240.57,554.01,6344,Scatterplot
Begin,1287.95,579.324,6451,Scatterplot
Data,1305.43,592.445,6466,Scatterplot
End,1340.38,618.687,6479,Scatterplot
Begin,1316.46,566.425,6511,Scatterplot
Data,1308.93,561.086,6525,Scatterplot
Data,1332.87,570.692,6558,Scatterplot
End,1380.74,589.905,6569,Scatterplot
Begin,1349.03,532.674,6601,Scatterplot
End,1374.57,513.217,6614,Scatterplot
Begin,1322.4,558.947,6646,Scatterplot
Data,1327.91,547.704,6659,Scatterplot
End,1338.92,525.219,6676,Scatterplot
Begin,1569.62,780.308,6781,Scatterplot
End,-nan(ind),-nan(ind),6811,none
