Begin,54.8551,161.021,162,BarChart
Data,56.7333,158.077,179,BarChart
Data,57.3698,155.501,194,BarChart
Data,58.4606,155.766,207,BarChart
Data,60.5005,156.055,226,BarChart
Data,62.2203,156.481,240,BarChart
Data,63.9541,158.157,252,BarChart
Data,65.884,159.808,270,BarChart
Data,66.6187,162.57,298,BarChart
Data,67.5531,166.173,315,BarChart
Data,67.3346,169.328,329,BarChart
Data,68.7759,170.362,343,BarChart
Data,70.7244,168.976,359,BarChart
Data,75.8674,162.169,375,BarChart
Data,79.928,150.555,387,BarChart
Data,82.4717,133.516,405,BarChart
Data,83.8212,122.082,419,BarChart
Data,84.3813,115.74,451,BarChart
Data,83.8713,112.319,464,BarChart
Data,85.0375,112.655,477,BarChart
Data,86.7366,113.284,494,BarChart
Data,89.9187,114.178,510,BarChart
Data,92.0731,114.405,522,BarChart
Data,93.0817,114.159,539,BarChart
Data,90.8343,115.828,554,BarChart
Data,87.5427,118.203,567,BarChart
Data,84.4866,118.44,600,BarChart
Data,83.4651,118.019,612,BarChart
Data,80.7139,119.03,629,BarChart
Data,81.1455,119.003,644,BarChart
Data,81.2633,119.541,657,BarChart
Data,82.1662,118.734,674,BarChart
Data,82.1748,118.651,689,BarChart
Data,83.29,121.139,702,BarChart
Data,88.2904,126.145,719,BarChart
Data,92.3433,130.611,748,BarChart
Data,95.8188,135.594,765,BarChart
End,102.77,145.562,781,BarChart
Begin,97.3942,96.698,1214,BarChart
End,92.504,91.2876,1230,BarChart
Begin,103.657,186.519,1692,BarChart
Data,104.353,182.872,1724,BarChart
Data,105.033,179.457,1737,BarChart
Data,105.756,177.138,1770,BarChart
End,107.202,172.5,1800,BarChart
Begin,100.379,179.33,1827,BarChart
Data,97.4635,169.68,1859,BarChart
Data,92.7375,162.15,1872,BarChart
Data,92.7823,153.462,1904,BarChart
Data,89.1976,145.648,1917,BarChart
Data,81.3912,135.209,1951,BarChart
Data,75.1248,125.555,1962,BarChart
Data,73.3597,120.438,1995,BarChart
Data,70.7075,116.383,2007,BarChart
Data,66.6336,112.829,2039,BarChart
Data,62.4035,110.16,2052,BarChart
End,-nan(ind),-nan(ind),2098,none
Begin,1028.37,362.804,2187,Scatterplot
Data,1029.13,357.9,2204,Scatterplot
Data,1031.72,352.562,2220,Scatterplot
Data,1035.06,354.625,2250,Scatterplot
Data,1038.35,353.679,2264,Scatterplot
Data,1040.71,352.472,2277,Scatterplot
Data,1039.11,346.694,2294,Scatterplot
Data,1040.45,343.151,2309,Scatterplot
Data,1047.98,347.104,2322,Scatterplot
Data,1063.43,366.634,2339,Scatterplot
Data,1076.12,379.882,2354,Scatterplot
Data,1086.22,389.769,2367,Scatterplot
End,-nan(ind),-nan(ind),2412,none
Begin,1133.69,524.789,2624,Scatterplot
Data,1130.08,528.559,2637,Scatterplot
Data,1129.57,530.646,2654,Scatterplot
Data,1134.58,528.637,2670,Scatterplot
Data,1134.04,527.748,2700,Scatterplot
Data,1136.08,529.334,2714,Scatterplot
Data,1143.26,529.057,2727,Scatterplot
Data,1150.13,532.488,2744,Scatterplot
Data,1158.94,534.519,2759,Scatterplot
Data,1162.25,532.26,2772,Scatterplot
Data,1163.83,526.015,2789,Scatterplot
Data,1166.36,525.048,2804,Scatterplot
Data,1166.89,527.547,2818,Scatterplot
End,-nan(ind),-nan(ind),2862,none
Begin,1134.96,558.523,3029,Scatterplot
Data,1141.14,558.208,3044,Scatterplot
Data,1147.37,559.027,3059,Scatterplot
Data,1157.14,556.402,3074,Scatterplot
Data,1159.75,556.203,3087,Scatterplot
Data,1164.11,553.191,3119,Scatterplot
Data,1132.94,517.688,3152,Scatterplot
End,1070.61,446.68,3166,Scatterplot
Begin,1140.29,511.904,3196,Scatterplot
Data,1139.92,516.657,3211,Scatterplot
Data,1140.36,513.525,3223,Scatterplot
Data,1145.45,523.198,3242,Scatterplot
Data,1149.55,526.345,3256,Scatterplot
Data,1151.13,533.279,3269,Scatterplot
Data,1146.47,542.252,3301,Scatterplot
Data,1145.53,545.902,3313,Scatterplot
Data,1150.58,548.945,3330,Scatterplot
Data,1147.97,553.054,3345,Scatterplot
Data,1148.78,559.952,3358,Scatterplot
Data,1153.46,565.468,3375,Scatterplot
Data,1154.87,568.942,3390,Scatterplot
Data,1153.34,570.888,3404,Scatterplot
Data,1141.86,573.475,3420,Scatterplot
Data,1144.23,576.264,3449,Scatterplot
Data,1148.12,581.465,3465,Scatterplot
Data,1149.27,581.776,3480,Scatterplot
Data,1145.91,586.739,3493,Scatterplot
Data,1146.14,588.246,3525,Scatterplot
Data,1148.29,585.492,3538,Scatterplot
Data,1149.89,577.722,3555,Scatterplot
Data,1153.41,575.124,3570,Scatterplot
Data,1150.94,571.797,3602,Scatterplot
Data,1149.65,566.701,3615,Scatterplot
End,1147.08,556.51,3628,Scatterplot
Begin,1147.22,479.214,3660,Scatterplot
Data,1148.88,474.061,3673,Scatterplot
Data,1149.69,474.714,3690,Scatterplot
Data,1149.05,475.055,3705,Scatterplot
Data,1149.78,482.292,3718,Scatterplot
Data,1151.22,487.411,3751,Scatterplot
Data,1151.83,485.449,3763,Scatterplot
Data,1150.31,484.062,3780,Scatterplot
Data,1147.04,480.046,3795,Scatterplot
Data,1144.87,478.989,3808,Scatterplot
Data,1140.94,476.595,3825,Scatterplot
Data,1140.28,473.35,3840,Scatterplot
Data,1144.5,467.967,3853,Scatterplot
Data,1148.32,466.897,3870,Scatterplot
Data,1151.71,462.232,3899,Scatterplot
Data,1152.68,458.501,3915,Scatterplot
Data,1155.5,452.284,3930,Scatterplot
Data,1158.2,445.694,3943,Scatterplot
Data,1158.1,443.86,3960,Scatterplot
Data,1160.78,442.844,3975,Scatterplot
Data,1163.44,440.841,3988,Scatterplot
Data,1168.68,440.675,4005,Scatterplot
Data,1173.17,438.864,4020,Scatterplot
Data,1180.95,438.96,4051,Scatterplot
Data,1181.42,434.951,4065,Scatterplot
Data,1181.06,431.611,4078,Scatterplot
Data,1180.76,432.299,4095,Scatterplot
Data,1179.8,433.37,4110,Scatterplot
Data,1180.09,435.872,4123,Scatterplot
Data,1185.17,440.972,4140,Scatterplot
Data,1183.07,441.98,4155,Scatterplot
Data,1179.58,441.416,4168,Scatterplot
Data,1175.42,439.709,4201,Scatterplot
Data,1172.29,440.032,4213,Scatterplot
Data,1180.92,434.565,4230,Scatterplot
Data,1184.87,433.914,4245,Scatterplot
Data,1184.19,438.777,4258,Scatterplot
Data,1185.4,438.932,4275,Scatterplot
Data,1189.08,440.843,4290,Scatterplot
Data,1193.54,438.487,4303,Scatterplot
Data,1194.02,433.711,4320,Scatterplot
Data,1192.91,433.781,4348,Scatterplot
Data,1195.73,430.187,4365,Scatterplot
Data,1193.5,427.877,4380,Scatterplot
Data,1189.39,430.961,4393,Scatterplot
Data,1186.69,433.445,4411,Scatterplot
Data,1184.29,434.938,4425,Scatterplot
Data,1178.26,433.195,4438,Scatterplot
Data,1171.7,435.375,4455,Scatterplot
Data,1171.77,436.295,4470,Scatterplot
Data,1172.73,441.376,4501,Scatterplot
End,1174.65,451.537,4515,Scatterplot
Begin,46.3972,156.158,4708,BarChart
End,61.2272,167.348,4725,BarChart
Begin,71.2802,173.013,4799,BarChart
End,79.2553,199.052,4814,BarChart
Begin,61.071,288.206,5055,BarChart
Data,53.7157,279.084,5068,BarChart
Data,46.0471,271.635,5101,BarChart
Data,41.7213,264.85,5112,BarChart
End,33.0696,251.281,5130,BarChart
Begin,1.12256,125.339,5265,BarChart
Data,0.762747,122.763,5280,BarChart
Data,1.26774,121.993,5293,BarChart
End,2.27772,120.452,5310,BarChart
Begin,81.6961,117.671,5401,BarChart
End,5.91208,104.316,5415,BarChart
Begin,111.932,282.108,5625,BarChart
Data,106.11,283.627,5640,BarChart
Data,101.827,285.286,5652,BarChart
Data,123.792,281.516,5670,BarChart
Data,113.901,282.45,5698,BarChart
Data,131.095,280.268,5715,BarChart
End,165.482,275.905,5730,BarChart
Begin,102.425,257.503,5760,BarChart
End,138.636,238.981,5775,BarChart
Begin,22.906,152.161,5805,BarChart
Data,11.6958,142.741,5820,BarChart
Data,5.73382,136.289,5851,BarChart
End,-6.19019,123.386,5865,none
Begin,125.858,146.219,6302,BarChart
Data,126.554,142.365,6314,BarChart
End,127.945,134.657,6327,BarChart
Begin,28.974,126.902,6508,BarChart
Data,31.6738,128.648,6541,BarChart
Data,33.1993,133.544,6554,BarChart
Data,34.7088,131.972,6599,BarChart
End,37.7278,128.829,6615,BarChart
Begin,41.2434,138.052,6643,BarChart
Data,37.4382,132.096,6675,BarChart
Data,31.6485,124.887,6689,BarChart
Data,21.083,116.574,6721,BarChart
End,-0.0481222,99.9485,6751,none
Begin,3.41692,100.745,6778,BarChart
End,-2.1645,95.897,6796,none
Begin,1133.69,477.38,7049,Scatterplot
Data,1129.16,479.068,7066,Scatterplot
Data,1129.1,485.777,7080,Scatterplot
Data,1128.77,492.477,7093,Scatterplot
Data,1127.23,505.247,7111,Scatterplot
Data,1125.51,514.914,7126,Scatterplot
Data,1125.26,531.191,7139,Scatterplot
Data,1126.68,553.509,7155,Scatterplot
Data,1144.96,561.706,7171,Scatterplot
Data,1156.69,563.501,7202,Scatterplot
Data,1160.23,566.567,7217,Scatterplot
Data,1175.24,566.294,7228,Scatterplot
Data,1186.5,566.315,7246,Scatterplot
Data,1191.6,566.377,7261,Scatterplot
Data,1200.79,564.478,7273,Scatterplot
Data,1203.06,562.781,7291,Scatterplot
Data,1205.75,560.012,7306,Scatterplot
Data,1208.82,557.857,7319,Scatterplot
Data,1210.36,560.355,7352,Scatterplot
Data,1211.16,562.994,7363,Scatterplot
Data,1208.1,565.204,7381,Scatterplot
Data,1210.53,561.423,7396,Scatterplot
Data,1214.75,556.267,7408,Scatterplot
Data,1217.98,556.029,7430,Scatterplot
Data,1218.32,559.717,7441,Scatterplot
Data,1218.37,563.427,7454,Scatterplot
Data,1225.27,562.008,7471,Scatterplot
Data,1228.53,560.742,7499,Scatterplot
Data,1231.06,559.499,7516,Scatterplot
Data,1229.11,560.297,7531,Scatterplot
Data,1230.33,560.372,7544,Scatterplot
Data,1228.45,559.151,7561,Scatterplot
Data,1227.8,557.592,7576,Scatterplot
Data,1222.13,556.743,7589,Scatterplot
Data,1222.07,552.568,7605,Scatterplot
Data,1219.27,550.579,7621,Scatterplot
Data,1213.94,546.42,7653,Scatterplot
Data,1215.04,544.501,7666,Scatterplot
Data,1216.52,545.713,7678,Scatterplot
Data,1213.15,551.679,7696,Scatterplot
Data,1211.49,555.655,7711,Scatterplot
Data,1214.62,556.237,7724,Scatterplot
Data,1217.21,558.658,7741,Scatterplot
Data,1219.59,561.202,7757,Scatterplot
Data,1222.07,561.658,7768,Scatterplot
Data,1218.1,565.033,7802,Scatterplot
Data,1217,568.755,7813,Scatterplot
Data,1215.71,569.912,7831,Scatterplot
Data,1213.59,569.502,7846,Scatterplot
Data,1212.24,567.654,7858,Scatterplot
Data,1211.23,559.508,7876,Scatterplot
Data,1211.01,557.108,7891,Scatterplot
Data,1208.94,559.493,7904,Scatterplot
Data,1204.9,559.556,7921,Scatterplot
Data,1207.63,551.653,7949,Scatterplot
Data,1211.34,552.994,7966,Scatterplot
Data,1211.01,555.901,7980,Scatterplot
Data,1212.46,560.713,7993,Scatterplot
Data,1213.21,556.836,8011,Scatterplot
Data,1215.35,550.094,8025,Scatterplot
Data,1214.52,548.139,8039,Scatterplot
Data,1215.99,552.807,8056,Scatterplot
Data,1216.77,553.567,8071,Scatterplot
Data,1217.78,547.975,8102,Scatterplot
Data,1220.42,547.222,8115,Scatterplot
Data,1223.78,545.716,8128,Scatterplot
Data,1224.76,546.926,8145,Scatterplot
Data,1223.42,548.864,8161,Scatterplot
Data,1221.29,547.622,8173,Scatterplot
Data,1220.32,548.83,8191,Scatterplot
Data,1219.84,548.584,8206,Scatterplot
Data,1220.78,547.556,8218,Scatterplot
Data,1212.86,543.239,8251,Scatterplot
